,wave,flux
0,13314.499,0.10950963428206355
1,13314.601,0.11171392171362308
2,13314.703000000001,0.11076627611767031
3,13314.805000000002,0.1113421218429715
4,13314.907000000003,0.11038070894694388
5,13315.009000000004,0.1098012539123169
6,13315.111000000004,0.1102709510278728
7,13315.213000000005,0.10993550376235323
8,13315.315000000006,0.10798319815829616
9,13315.417000000007,0.1074733399311559
10,13315.519000000008,0.10829264582461028
11,13315.621000000008,0.10702546427985718
12,13315.723000000009,0.10748173700436665
13,13315.82500000001,0.10818485611385455
14,13315.92700000001,0.10696912968883518
15,13316.029000000011,0.10774586387810607
16,13316.131000000012,0.1091769013402558
17,13316.233000000013,0.10910096035742481
18,13316.335000000014,0.10850033752081806
19,13316.437000000014,0.1079642370810444
20,13316.539000000015,0.10796397895924048
21,13316.641000000016,0.10803878165848464
22,13316.743000000017,0.10768841206405376
23,13316.845000000018,0.1083166608069436
24,13316.947000000018,0.10880361155544477
25,13317.049000000019,0.10832177037456334
26,13317.15100000002,0.10875962652641352
27,13317.25300000002,0.10909049195667878
28,13317.355000000021,0.10831379564020678
29,13317.457000000022,0.10807566233588307
30,13317.559000000023,0.10792724766184607
31,13317.661000000024,0.10773717452556225
32,13317.763000000024,0.10788928442284551
33,13317.865000000025,0.10795496064545153
34,13317.967000000026,0.10716458274658897
35,13318.069000000027,0.10649520510482069
36,13318.171000000028,0.10789830540566707
37,13318.273000000028,0.10606233105323631
38,13318.37500000003,0.10505907797505366
39,13318.47700000003,0.10685952636143937
40,13318.57900000003,0.10819158963816435
41,13318.681000000031,0.10859855595254247
42,13318.783000000032,0.10876557980134742
43,13318.885000000033,0.10862597224294071
44,13318.987000000034,0.10789355470155558
45,13319.089000000035,0.10713758635073697
46,13319.191000000035,0.10672701183079207
47,13319.293000000036,0.10528749942644551
48,13319.395000000037,0.10598368364257282
49,13319.497000000038,0.10652948613966609
50,13325.413000000082,0.10626162160451622
51,13326.127000000088,0.10781432294749163
52,13326.229000000088,0.10804875375240602
53,13326.33100000009,0.10683710958905342
54,13326.43300000009,0.10537940003718708
55,13326.53500000009,0.10522879157193933
56,13326.637000000092,0.10442260289937334
57,13326.739000000092,0.10451622684454481
58,13326.841000000093,0.10466449635259394
59,13326.943000000094,0.10604435841194922
60,13327.045000000095,0.10727806266854589
61,13327.147000000095,0.10747374080476932
62,13327.249000000096,0.10740435023070943
63,13327.351000000097,0.1073853780805233
64,13327.453000000098,0.10692228726416002
65,13327.555000000099,0.10756743136053365
66,13327.6570000001,0.10875364689135239
67,13327.7590000001,0.1073671910180935
68,13327.8610000001,0.10588353565706055
69,13327.963000000102,0.10554273378517032
70,13328.065000000102,0.10516516537532417
71,13328.167000000103,0.10579779223515194
72,13328.269000000104,0.10613864681924817
73,13328.371000000105,0.1059712461275185
74,13328.473000000105,0.10586733497565574
75,13328.575000000106,0.10572391898743724
76,13328.677000000107,0.10597025619474613
77,13328.779000000108,0.10490572572982765
78,13328.881000000109,0.1052180952684694
79,13328.98300000011,0.10328982960514205
80,13329.08500000011,0.10130371911620514
81,13329.18700000011,0.10016585171931087
82,13329.289000000112,0.10042156734756563
83,13329.391000000112,0.10162299201536858
84,13329.493000000113,0.10314695635360384
85,13329.595000000114,0.1036224802408875
