,wave,flux
0,9651.152000000002,0.11989276111133423
1,9651.226000000002,0.12444071122957001
2,9651.300000000003,0.12852383460907524
3,9651.374000000003,0.1250347643202061
4,9651.448000000004,0.12692849121364955
5,9651.522000000004,0.12901127889183572
6,9651.596000000005,0.1280506997836727
7,9651.670000000006,0.12887392494126387
8,9651.744000000006,0.12579265904400816
9,9651.818000000007,0.11648786314647112
10,9651.892000000007,0.11714115411500003
11,9651.966000000008,0.1276763799006586
12,9652.040000000008,0.125041715871486
13,9652.114000000009,0.126160882350592
14,9652.18800000001,0.12741617816566242
15,9652.26200000001,0.11864866166491198
16,9652.33600000001,0.12694258766989552
17,9652.41000000001,0.12520027612522552
18,9652.484000000011,0.12816963479165477
19,9652.558000000012,0.13119452933996356
20,9652.632000000012,0.1282796835275405
21,9652.706000000013,0.12304684605147122
22,9652.780000000013,0.12061853789451217
23,9652.854000000014,0.12314267486034011
24,9652.928000000014,0.12140677348375921
25,9653.002000000015,0.11986133425901235
26,9653.076000000015,0.12543272796622584
27,9653.150000000016,0.12647133245364586
28,9653.224000000017,0.12219107770697259
29,9653.298000000017,0.12113020376611934
30,9653.372000000018,0.12137887367450417
31,9653.446000000018,0.12453432452776991
32,9653.520000000019,0.12354242047600845
33,9653.59400000002,0.12444261141254545
34,9653.66800000002,0.12138217925698604
35,9653.74200000002,0.12244161446328361
36,9653.81600000002,0.1328401511489108
37,9653.890000000021,0.12408954896586535
38,9653.964000000022,0.1189471157220916
39,9654.038000000022,0.12257607049357157
40,9654.112000000023,0.12350526803710907
41,9654.186000000023,0.1207608969911177
42,9654.260000000024,0.12154236462840996
43,9654.334000000024,0.1225882292839402
44,9654.408000000025,0.12377140136261525
45,9654.482000000025,0.1278015963408135
46,9655.07400000003,0.11211859316354637
47,9655.14800000003,0.1277074031369092
48,9655.22200000003,0.1242782958859899
49,9655.296000000031,0.12279354464938562
50,9655.370000000032,0.1258862158789974
51,9655.444000000032,0.12220360843646882
52,9655.518000000033,0.11798712342302703
53,9655.592000000033,0.11613283070043273
54,9655.666000000034,0.11202778879771769
55,9655.740000000034,0.10745035279936688
56,9655.814000000035,0.11022857666230243
57,9655.888000000035,0.1220901340208349
58,9655.962000000036,0.13040873890868385
59,9656.036000000036,0.12554942215784015
60,9656.110000000037,0.12525556277275687
61,9656.184000000037,0.1272928467039378
62,9656.258000000038,0.13568848999369904
63,9656.332000000039,0.12970144280589666
64,9656.406000000039,0.12988559450342524
65,9656.48000000004,0.11754550505079495
66,9656.55400000004,0.12550296090608204
67,9656.62800000004,0.12611008098448723
68,9656.702000000041,0.12871760551526518
69,9656.776000000042,0.13315739001527022
70,9656.850000000042,0.12807488653791843
71,9656.924000000043,0.12576355864591937
72,9656.998000000043,0.13030853273247966
73,9657.072000000044,0.12902639271638483
74,9657.146000000044,0.12278980174324926
75,9657.220000000045,0.12498886984976947
76,9657.294000000045,0.1303190773402145
77,9657.368000000046,0.12590689930823099
78,9657.442000000046,0.12174118096548141
79,9657.516000000047,0.12903637953158892
80,9657.590000000047,0.13252514859829045
81,9657.664000000048,0.13202424690728526
82,9657.738000000048,0.12741147119778695
83,9657.812000000049,0.1266837961078674
84,9657.88600000005,0.1305369655919617
85,9658.404000000053,0.12487461066359659
86,9658.478000000054,0.1283636912182618
87,9658.552000000054,0.13055794309398383
88,9658.626000000055,0.12743199490192877
89,9658.700000000055,0.12540954737339247
90,9658.774000000056,0.12597245679160385
91,9658.848000000056,0.12486753456225452
92,9658.922000000057,0.12655899212528335
93,9658.996000000057,0.12931253284709043
94,9659.070000000058,0.128259803207473
95,9659.144000000058,0.12540108360268076
96,9659.218000000059,0.12891067189153527
